longitude,latitude,polygon_group,name_long
4.047071160507528,51.26725861266857,131-1-1,Netherlands
3.3149711442285366,51.34575511331991,131-1-1,Netherlands
3.3150114849641596,51.34577662473805,131-1-1,Netherlands
3.8302885270431375,51.62054454203195,131-1-1,Netherlands
4.705997348661185,53.091798407597764,131-1-1,Netherlands
6.074182570020923,53.510403347378144,131-1-1,Netherlands
6.905139601274129,53.48216217713065,131-1-1,Netherlands
-9.034817674180246,41.880570583659676,132-1-1,Portugal
-8.67194576662672,42.13468943945496,132-1-1,Portugal
-8.263856980817792,42.28046865495034,132-1-1,Portugal
-8.013174607769912,41.790886135417125,132-1-1,Portugal
-7.422512986673795,41.79207469335984,132-1-1,Portugal
-7.251308966490824,41.91834605566505,132-1-1,Portugal
-6.6686055159676565,41.883386949219584,132-1-1,Portugal
-6.389087693700915,41.381815497394655,132-1-1,Portugal
-6.851126674822552,41.11108266861753,132-1-1,Portugal
-6.864019944679385,40.33087189387483,132-1-1,Portugal
-7.026413133156595,40.184524237624245,132-1-1,Portugal
-7.066591559263529,39.711891587882775,132-1-1,Portugal
-7.498632371439726,39.62957103124181,132-1-1,Portugal
-7.098036668313128,39.03007274022379,132-1-1,Portugal
-7.374092169616318,38.37305858006492,132-1-1,Portugal
-7.029281175148796,38.07576406508977,132-1-1,Portugal
-7.166507941099865,37.803894354802225,132-1-1,Portugal
-7.537105475281024,37.42890432387624,132-1-1,Portugal
-7.453725551778092,37.09778758396607,132-1-1,Portugal
-7.855613165711986,36.83826854099627,132-1-1,Portugal
-8.382816127953689,36.97888011326246,132-1-1,Portugal
-8.898856980820327,36.86880931248078,132-1-1,Portugal
-8.746101446965554,37.65134552667661,132-1-1,Portugal
-8.83999752443988,38.266243394517616,132-1-1,Portugal
-9.287463751655224,38.3584858261586,132-1-1,Portugal
-9.526570603869715,38.73742910415491,132-1-1,Portugal
-9.446988898140233,39.39206614842837,132-1-1,Portugal
-9.048305223008427,39.75509308527877,132-1-1,Portugal
-8.977353481471681,40.15930613866581,132-1-1,Portugal
-8.768684047877102,40.76063894303019,132-1-1,Portugal
-8.79085323733031,41.18433401139126,132-1-1,Portugal
-8.99078935386757,41.54345937760364,132-1-1,Portugal
-9.034817674180246,41.880570583659676,132-1-1,Portugal
-7.453725551778092,37.09778758396607,133-1-1,Spain
-7.537105475281024,37.42890432387624,133-1-1,Spain
-7.166507941099865,37.803894354802225,133-1-1,Spain
-7.029281175148796,38.07576406508977,133-1-1,Spain
-7.374092169616318,38.37305858006492,133-1-1,Spain
-7.098036668313128,39.03007274022379,133-1-1,Spain
-7.498632371439726,39.62957103124181,133-1-1,Spain
-7.066591559263529,39.711891587882775,133-1-1,Spain
-7.026413133156595,40.184524237624245,133-1-1,Spain
-6.864019944679385,40.33087189387483,133-1-1,Spain
-6.851126674822552,41.11108266861753,133-1-1,Spain
-6.389087693700915,41.381815497394655,133-1-1,Spain
-6.6686055159676565,41.883386949219584,133-1-1,Spain
-7.251308966490824,41.91834605566505,133-1-1,Spain
-7.422512986673795,41.79207469335984,133-1-1,Spain
-8.013174607769912,41.790886135417125,133-1-1,Spain
-8.263856980817792,42.28046865495034,133-1-1,Spain
-8.67194576662672,42.13468943945496,133-1-1,Spain
-9.034817674180246,41.880570583659676,133-1-1,Spain
-8.984433152695672,42.59277517350627,133-1-1,Spain
-9.392883673530648,43.0266246608127,133-1-1,Spain
-7.97818966310831,43.74833771420099,133-1-1,Spain
-6.754491746436756,43.567909450853925,133-1-1,Spain
-5.411886359061597,43.57423981380968,133-1-1,Spain
-4.3478427799557835,43.40344920508504,133-1-1,Spain
-3.5175317041060907,43.4559007838613,133-1-1,Spain
-1.901351284177764,43.42280202897834,133-1-1,Spain
-1.502770961910528,43.03401439063043,133-1-1,Spain
0.3380469091905809,42.57954600683955,133-1-1,Spain
0.7015906103638941,42.795734361332606,133-1-1,Spain
1.8267932470871528,42.34338471126569,133-1-1,Spain
2.9859989762584576,42.47301504166986,133-1-1,Spain
3.0394840836805486,41.892120266276905,133-1-1,Spain
2.0918416683121848,41.226088568683096,133-1-1,Spain
0.8105245296351882,41.01473196060934,133-1-1,Spain
0.7213310074994013,40.678318386389236,133-1-1,Spain
0.10669152181986874,40.12393362076202,133-1-1,Spain
-0.27871131021294104,39.30997813573272,133-1-1,Spain
0.11129072429383768,38.73851430923304,133-1-1,Spain
-0.4671235823491031,38.29236583104115,133-1-1,Spain
-0.6833894514905978,37.642353827457825,133-1-1,Spain
-1.4383821272748492,37.44306366632422,133-1-1,Spain
-2.146452602538119,36.67414419203729,133-1-1,Spain
-3.4157808089233868,36.65889964451118,133-1-1,Spain
-4.368900926114719,36.677839056946155,133-1-1,Spain
-4.995219285492212,36.32470815687964,133-1-1,Spain
-5.3771597965614575,35.946850083961465,133-1-1,Spain
-5.866432257500904,36.02981659600606,133-1-1,Spain
-6.236693894872175,36.367677110330334,133-1-1,Spain
-6.520190802425404,36.94291331638732,133-1-1,Spain
-7.453725551778092,37.09778758396607,133-1-1,Spain
-6.197884894220991,53.867565009163364,134-1-1,Ireland
-6.032985398777611,53.15316417094435,134-1-1,Ireland
-6.788856573910849,52.260117906292336,134-1-1,Ireland
-8.56161658368356,51.669301255899356,134-1-1,Ireland
-9.977085740590269,51.82045482035308,134-1-1,Ireland
-9.166282517930782,52.86462881124268,134-1-1,Ireland
-9.688524542672454,53.8813626165853,134-1-1,Ireland
-8.327987433292009,54.66451894796863,134-1-1,Ireland
-7.572167934591064,55.13162221945487,134-1-1,Ireland
-7.3660306461787854,54.59584096945272,134-1-1,Ireland
-7.572167934591064,54.059956366586,134-1-1,Ireland
-6.953730231138067,54.073702297575636,134-1-1,Ireland
-6.197884894220991,53.867565009163364,134-1-1,Ireland
165.77998986232637,-21.08000497811563,135-1-1,New Caledonia
166.59999148993384,-21.700018812753527,135-1-1,New Caledonia
167.1200114280869,-22.15999073658349,135-1-1,New Caledonia
166.7400346214448,-22.39997608814695,135-1-1,New Caledonia
166.18973229396866,-22.129708347260454,135-1-1,New Caledonia
165.47437544175222,-21.679606621998232,135-1-1,New Caledonia
164.82981530177568,-21.14981983814195,135-1-1,New Caledonia
164.16799523341365,-20.444746595951628,135-1-1,New Caledonia
164.029605747736,-20.105645847252354,135-1-1,New Caledonia
164.45996707586272,-20.1200118954295,135-1-1,New Caledonia
165.02003624904205,-20.45999114347773,135-1-1,New Caledonia
165.46000939357512,-20.80002206795826,135-1-1,New Caledonia
165.77998986232637,-21.08000497811563,135-1-1,New Caledonia
162.1190246930409,-10.48271900802115,136-1-1,Solomon Islands
162.3986458681722,-10.826367282762106,136-1-1,Solomon Islands
161.70003218001835,-10.820011081590211,136-1-1,Solomon Islands
161.31979699121476,-10.204751478723168,136-1-1,Solomon Islands
161.91738325423802,-10.446700534713713,136-1-1,Solomon Islands
162.1190246930409,-10.48271900802115,136-1-1,Solomon Islands
161.67998172428912,-9.599982191611367,136-2-1,Solomon Islands
161.5293966005906,-9.784312025596485,136-2-1,Solomon Islands
160.78825320866054,-8.917543226764892,136-2-1,Solomon Islands
160.57999718652434,-8.32000864017396,136-2-1,Solomon Islands
160.92002811100485,-8.32000864017396,136-2-1,Solomon Islands
